library,executionTime,memoryUsage,outputSize,compressionRatio,complexityScore,operationType,documentSize,iteration,timestamp,complexityRange,throughput,memoryKB,outputSizeKB
"json-diff-kit",0.484375,0,103049,863.0569514237856,75,"Add permissions configuration,Change storage size,Toggle source trigger,Add pre/post deploy commands,Change dockerfile path,Add experimental features,Change version history count,Add health check grace period,Remove dependencies",11940,74,2025-06-28T19:19:32.591Z,"Medium",2064.52,0.00,100.63
"schema-aggregated",13.948167000000467,0,2468877,1228.4314701111564,57,"Configure cross-service environment variables,Remove dependencies,Toggle sticky sessions,Change source branch,Toggle privileged mode,Remove environment variable,Toggle origin shield",200978,75,2025-06-28T19:19:32.591Z,"Medium",71.69,0.00,2411.01
"json-diff-kit",38.00820900000144,0,1983155,986.7522813442267,57,"Configure cross-service environment variables,Remove dependencies,Toggle sticky sessions,Change source branch,Toggle privileged mode,Remove environment variable,Toggle origin shield",200978,75,2025-06-28T19:19:32.591Z,"Medium",26.31,0.00,1936.67
"schema-aggregated",9.299708000000464,0,1560491,1261.1862735589823,111,"Configure cross-service environment variables,Configure lambda function URL,Toggle CloudFront cache invalidation,Add integrations,Add single environment variable,Change max instances,Toggle inject env variables,Change health check timeout,Add build commands",123732,76,2025-06-28T19:19:32.591Z,"Medium",107.53,0.00,1523.92
"json-diff-kit",15.55633300000045,11289640,1224579,989.7027446416448,111,"Configure cross-service environment variables,Configure lambda function URL,Toggle CloudFront cache invalidation,Add integrations,Add single environment variable,Change max instances,Toggle inject env variables,Change health check timeout,Add build commands",123732,76,2025-06-28T19:19:32.591Z,"Medium",64.28,11025.04,1195.88
"schema-aggregated",0.3693750000002183,0,27727,491.439205955335,75,"Add fromService environment variable,Configure target with ECS EC2,Toggle CloudFront cache invalidation,Remove dependencies,Change sticky sessions duration,Add experimental features",5642,77,2025-06-28T19:19:32.591Z,"Medium",2707.28,0.00,27.08
"json-diff-kit",0.22525000000132422,0,49185,871.7653314427508,75,"Add fromService environment variable,Configure target with ECS EC2,Toggle CloudFront cache invalidation,Remove dependencies,Change sticky sessions duration,Add experimental features",5642,77,2025-06-28T19:19:32.591Z,"Medium",4439.51,0.00,48.03
"schema-aggregated",3.1175829999992857,0,553903,1203.7182719054242,102,"Configure port health checks for network server,Add network server ports,Configure cross-service environment variables,Change service CPU,Change service memory,Change environment region,Change health check interval,Change health check interval",46016,78,2025-06-28T19:19:32.591Z,"Medium",320.76,0.00,540.92
"json-diff-kit",2.6134169999986625,0,450854,979.7765994436718,102,"Configure port health checks for network server,Add network server ports,Configure cross-service environment variables,Change service CPU,Change service memory,Change environment region,Change health check interval,Change health check interval",46016,78,2025-06-28T19:19:32.591Z,"Medium",382.64,0.00,440.29
"schema-aggregated",1.1893749999999272,0,23054,41.475218134388776,56,"Add new RDS service,Add single environment variable,Add build commands,Change docker context,Change source branch,Add build commands,Add CI configuration",55585,79,2025-06-28T19:19:32.591Z,"Medium",840.78,0.00,22.51
"json-diff-kit",3.238166999999521,0,503267,905.4007376090672,56,"Add new RDS service,Add single environment variable,Add build commands,Change docker context,Change source branch,Add build commands,Add CI configuration",55585,79,2025-06-28T19:19:32.591Z,"Medium",308.82,0.00,491.47
"schema-aggregated",4.170500000000175,0,9832,4.488575406879865,53,"Modify elasticache settings,Change environment region,Modify container image source,Add S3 bucket policy,Change PR source configuration,Add S3 bucket policy,Remove environment variable",219045,80,2025-06-28T19:19:32.591Z,"Medium",239.78,0.00,9.60
"json-diff-kit",26.658207999998922,11277762,1836298,838.3199799128032,53,"Modify elasticache settings,Change environment region,Modify container image source,Add S3 bucket policy,Change PR source configuration,Add S3 bucket policy,Remove environment variable",219045,80,2025-06-28T19:19:32.591Z,"Medium",37.51,11013.44,1793.26
"schema-aggregated",2.805791999999201,0,25742,19.14259155976947,110,"Configure container registry,Configure RDS connection string env var,Remove environment variable,Toggle inject env variables,Add CI configuration,Add logging configuration,Add sidecar containers",134475,81,2025-06-28T19:19:32.591Z,"Medium",356.41,0.00,25.14
"json-diff-kit",12.28020800000013,5549624,1131286,841.2612009667224,110,"Configure container registry,Configure RDS connection string env var,Remove environment variable,Toggle inject env variables,Add CI configuration,Add logging configuration,Add sidecar containers",134475,81,2025-06-28T19:19:32.591Z,"Medium",81.43,5419.55,1104.77
"schema-aggregated",1.3248329999987618,0,160754,237.3243179402386,76,"Modify RDS settings,Add docker labels,Configure target with ECS EC2,Remove environment variable,Change environment ID,Change service type from web to worker,Remove environment variable",67736,82,2025-06-28T19:19:32.591Z,"Medium",754.81,0.00,156.99
"json-diff-kit",3.981375000001208,0,571331,843.4672847525687,76,"Modify RDS settings,Add docker labels,Configure target with ECS EC2,Remove environment variable,Change environment ID,Change service type from web to worker,Remove environment variable",67736,82,2025-06-28T19:19:32.591Z,"Medium",251.17,0.00,557.94
"schema-aggregated",0.6949580000000424,0,16668,53.135260926392306,57,"Configure datadog integration,Modify autoscaling thresholds,Change port number,Change service memory,Add pre/post deploy commands",31369,83,2025-06-28T19:19:32.593Z,"Medium",1438.94,0.00,16.28
"json-diff-kit",1.3043330000000424,0,264371,842.7779017501355,57,"Configure datadog integration,Modify autoscaling thresholds,Change port number,Change service memory,Add pre/post deploy commands",31369,83,2025-06-28T19:19:32.593Z,"Medium",766.68,0.00,258.17
"schema-aggregated",3.37512500000048,0,29011,16.943104435074112,73,"Configure datadog integration,Change dockerfile path,Toggle source trigger,Toggle inject env variables,Add pre/post deploy commands,Change service ID,Change sticky sessions duration,Toggle CloudFront cache invalidation,Change build type",171226,84,2025-06-28T19:19:32.593Z,"Medium",296.29,0.00,28.33
"json-diff-kit",21.532124999999724,9163351,1437214,839.3666849660683,73,"Configure datadog integration,Change dockerfile path,Toggle source trigger,Toggle inject env variables,Add pre/post deploy commands,Change service ID,Change sticky sessions duration,Toggle CloudFront cache invalidation,Change build type",171226,84,2025-06-28T19:19:32.593Z,"Medium",46.44,8948.58,1403.53
"schema-aggregated",1.9077909999996336,0,24116,34.812483760140886,68,"Add elasticache service,Add new web service,Change build type,Remove dependencies,Add pre/post deploy commands,Change service ID",69274,85,2025-06-28T19:19:32.593Z,"Medium",524.17,0.00,23.55
"json-diff-kit",6.4198340000002645,0,632838,913.5288852960707,68,"Add elasticache service,Add new web service,Change build type,Remove dependencies,Add pre/post deploy commands,Change service ID",69274,85,2025-06-28T19:19:32.593Z,"Medium",155.77,0.00,618.01
"schema-aggregated",1.4173750000009022,0,9298,17.38919020011221,70,"Configure lambda function URL,Configure datadog integration",53470,86,2025-06-28T19:19:32.593Z,"Medium",705.53,0.00,9.08
"json-diff-kit",4.175750000000335,0,450010,841.612118945203,70,"Configure lambda function URL,Configure datadog integration",53470,86,2025-06-28T19:19:32.593Z,"Medium",239.48,0.00,439.46
"schema-aggregated",1.9975830000003043,0,30737,43.15418526942409,66,"Configure target with ECS EC2,Add start command,Change base path,Toggle container insights,Modify container image source,Change service memory,Change target type,Change sticky sessions duration",71226,87,2025-06-28T19:19:32.593Z,"Medium",500.60,0.00,30.02
"json-diff-kit",7.707666000000245,0,599246,841.3304130514139,66,"Configure target with ECS EC2,Add start command,Change base path,Toggle container insights,Modify container image source,Change service memory,Change target type,Change sticky sessions duration",71226,87,2025-06-28T19:19:32.593Z,"Medium",129.74,0.00,585.20
"schema-aggregated",1.3971669999991718,0,23298,31.763647270545892,81,"Add new RDS service,Add new worker service,Change dockerfile path,Add S3 bucket policy,Add pre/post deploy commands,Change environment region,Toggle source trigger,Change base path,Add scheduler with job timeout and resource overrides,Change build type",73348,88,2025-06-28T19:19:32.593Z,"Medium",715.73,0.00,22.75
"json-diff-kit",7.512666999999055,2100010,672946,917.4701423351694,81,"Add new RDS service,Add new worker service,Change dockerfile path,Add S3 bucket policy,Add pre/post deploy commands,Change environment region,Toggle source trigger,Change base path,Add scheduler with job timeout and resource overrides,Change build type",73348,88,2025-06-28T19:19:32.593Z,"Medium",133.11,2050.79,657.17
"schema-aggregated",11.4793750000008,0,1920756,1268.235931093225,83,"Configure cross-service environment variables,Add watch paths,Toggle multi-AZ for RDS,Change service type from web to worker,Change service type from web to worker,Change version history count,Add dependency between services,Add watch paths",151451,89,2025-06-28T19:19:32.593Z,"Medium",87.11,0.00,1875.74
"json-diff-kit",19.026041999999507,10941900,1500854,990.9832222963203,83,"Configure cross-service environment variables,Add watch paths,Toggle multi-AZ for RDS,Change service type from web to worker,Change service type from web to worker,Change version history count,Add dependency between services,Add watch paths",151451,89,2025-06-28T19:19:32.593Z,"Medium",52.56,10685.45,1465.68
"schema-aggregated",0.9643749999995634,0,11950,31.683325821247717,59,"Add VPC configuration,Add pre/post deploy commands,Add sidecar containers,Change environment name,Remove dependencies",37717,90,2025-06-28T19:19:32.593Z,"Medium",1036.94,0.00,11.67
"json-diff-kit",1.7612090000002354,0,317322,841.3235411087837,59,"Add VPC configuration,Add pre/post deploy commands,Add sidecar containers,Change environment name,Remove dependencies",37717,90,2025-06-28T19:19:32.593Z,"Medium",567.79,0.00,309.88
"schema-aggregated",2.100209000000177,0,27176,23.82793662484327,60,"Configure RDS connection string env var,Change service type from web to worker,Change source branch,Change service CPU,Change dockerfile path,Change source branch,Toggle privileged mode,Change health check interval",114051,91,2025-06-28T19:19:32.593Z,"Medium",476.14,0.00,26.54
"json-diff-kit",10.629915999999866,3944046,958436,840.3573839773435,60,"Configure RDS connection string env var,Change service type from web to worker,Change source branch,Change service CPU,Change dockerfile path,Change source branch,Toggle privileged mode,Change health check interval",114051,91,2025-06-28T19:19:32.593Z,"Medium",94.07,3851.61,935.97
"schema-aggregated",1.0148329999992711,0,26823,63.97242958334327,88,"Add autoscaling configuration,Add docker labels,Configure lambda function URL,Add dependency between services,Toggle CloudFront cache invalidation,Add static site with SPA config,Toggle sticky sessions,Change service type from web to worker",41929,92,2025-06-28T19:19:32.593Z,"Medium",985.38,0.00,26.19
"json-diff-kit",6.213791999998648,1325491,384044,915.9388490066542,88,"Add autoscaling configuration,Add docker labels,Configure lambda function URL,Add dependency between services,Toggle CloudFront cache invalidation,Add static site with SPA config,Toggle sticky sessions,Change service type from web to worker",41929,92,2025-06-28T19:19:32.593Z,"Medium",160.93,1294.42,375.04
"schema-aggregated",2.1175830000011047,0,12194,13.945403186148376,53,"Reorder services,Add docker labels,Reorder services,Change port number,Change environment region,Change environment name,Change PR source configuration,Toggle source trigger",87441,93,2025-06-28T19:19:32.593Z,"Medium",472.24,0.00,11.91
"json-diff-kit",6.63891700000022,0,796005,910.3338250934917,53,"Reorder services,Add docker labels,Reorder services,Change port number,Change environment region,Change environment name,Change PR source configuration,Toggle source trigger",87441,93,2025-06-28T19:19:32.593Z,"Medium",150.63,0.00,777.35
"schema-aggregated",0.6461249999993015,0,21976,90.88502894954507,82,"Modify elasticache settings,Configure Lambda VPC,Toggle sticky sessions,Add CI configuration,Modify container image source,Add watch paths,Toggle CloudFront cache invalidation,Add start command",24180,94,2025-06-28T19:19:32.593Z,"Medium",1547.69,0.00,21.46
"json-diff-kit",0.9405419999984588,0,203921,843.3457402812242,82,"Modify elasticache settings,Configure Lambda VPC,Toggle sticky sessions,Add CI configuration,Modify container image source,Add watch paths,Toggle CloudFront cache invalidation,Add start command",24180,94,2025-06-28T19:19:32.593Z,"Medium",1063.22,0.00,199.14
"schema-aggregated",4.389332999999169,2618490,372861,217.20522185910767,76,"Modify port configuration,Add elasticache service,Add firelens logging config,Toggle sticky sessions,Change service CPU,Add S3 bucket policy,Change min instances,Change environment ID,Toggle privileged mode,Change port number",171663,95,2025-06-28T19:19:32.593Z,"Medium",227.83,2557.12,364.12
"json-diff-kit",21.175082999998267,7937457,1566814,912.7266795989817,76,"Modify port configuration,Add elasticache service,Add firelens logging config,Toggle sticky sessions,Change service CPU,Add S3 bucket policy,Change min instances,Change environment ID,Toggle privileged mode,Change port number",171663,95,2025-06-28T19:19:32.593Z,"Medium",47.23,7751.42,1530.09
"schema-aggregated",15.424667000001136,0,2645244,1248.7992333221605,70,"Configure datadog integration,Configure cross-service environment variables",211823,96,2025-06-28T19:19:32.593Z,"Medium",64.83,0.00,2583.25
"json-diff-kit",39.35554099999899,0,2095125,989.0923082007147,70,"Configure datadog integration,Configure cross-service environment variables",211823,96,2025-06-28T19:19:32.593Z,"Medium",25.41,0.00,2046.02
"schema-aggregated",3.1714169999995647,0,16874,10.552713537041438,83,"Configure target with ECS EC2,Add new static service,Change service name,Change sticky sessions duration,Add S3 bucket policy,Add S3 bucket policy,Add S3 bucket policy",159902,97,2025-06-28T19:19:32.593Z,"Medium",315.32,0.00,16.48
"json-diff-kit",18.227083999998285,8984735,1454470,909.6008805393303,83,"Configure target with ECS EC2,Add new static service,Change service name,Change sticky sessions duration,Add S3 bucket policy,Add S3 bucket policy,Add S3 bucket policy",159902,97,2025-06-28T19:19:32.593Z,"Medium",54.86,8774.16,1420.38
"schema-aggregated",2.727916000001642,0,6630,4.316237646966916,70,"Configure RDS connection string env var,Configure lambda function URL",153606,98,2025-06-28T19:19:32.593Z,"Medium",366.58,0.00,6.47
"json-diff-kit",13.96362500000032,5914788,1287501,838.1840553103394,70,"Configure RDS connection string env var,Configure lambda function URL",153606,98,2025-06-28T19:19:32.593Z,"Medium",71.61,5776.16,1257.33
"schema-aggregated",0.4061669999991864,0,28912,339.0243902439024,116,"Add permissions configuration,Configure RDS connection string env var,Add permissions configuration,Change sticky sessions duration,Change service type from web to worker",8528,99,2025-06-28T19:19:32.593Z,"Medium",2462.04,0.00,28.23
"json-diff-kit",0.34729200000037963,0,76016,891.3696060037523,116,"Add permissions configuration,Configure RDS connection string env var,Add permissions configuration,Change sticky sessions duration,Change service type from web to worker",8528,99,2025-06-28T19:19:32.593Z,"Medium",2879.42,0.00,74.23
"schema-aggregated",2.4361250000001746,0,23189,19.369200056798725,122,"Add new static service,Add scheduler jobs,Configure RDS connection string env var,Toggle container insights,Change PR source configuration,Change service name,Change max instances,Toggle inject env variables,Change environment name,Modify autoscaling thresholds,Add static site with SPA config",119721,100,2025-06-28T19:19:32.593Z,"Medium",410.49,0.00,22.65
"json-diff-kit",11.326084000000264,2122252,1092483,912.5241185756885,122,"Add new static service,Add scheduler jobs,Configure RDS connection string env var,Toggle container insights,Change PR source configuration,Change service name,Change max instances,Toggle inject env variables,Change environment name,Modify autoscaling thresholds,Add static site with SPA config",119721,100,2025-06-28T19:19:32.593Z,"Medium",88.29,2072.51,1066.88
"schema-aggregated",0.998250000000553,0,12636,27.012120823446416,67,"Configure container registry,Add fromService environment variable,Change source branch,Add logging configuration",46779,101,2025-06-28T19:19:32.593Z,"Medium",1001.75,0.00,12.34
"json-diff-kit",2.073999999998705,0,394144,842.5661087240002,67,"Configure container registry,Add fromService environment variable,Change source branch,Add logging configuration",46779,101,2025-06-28T19:19:32.593Z,"Medium",482.16,0.00,384.91
"schema-aggregated",4.343375000000378,0,36066,15.802964644229547,60,"Add autoscaling configuration,Add integrations,Add single environment variable,Add build commands,Toggle privileged mode,Toggle multi-AZ for RDS,Modify autoscaling thresholds,Change health check interval,Toggle origin shield",228223,102,2025-06-28T19:19:32.593Z,"Medium",230.24,0.00,35.22
"json-diff-kit",27.661958999999115,12242538,1921653,842.0067214960806,60,"Add autoscaling configuration,Add integrations,Add single environment variable,Add build commands,Toggle privileged mode,Toggle multi-AZ for RDS,Modify autoscaling thresholds,Change health check interval,Toggle origin shield",228223,102,2025-06-28T19:19:32.593Z,"Medium",36.15,11955.60,1876.61
"schema-aggregated",2.955541000001176,0,14937,9.030615946410002,67,"Configure container registry,Remove a service,Change service name,Toggle source trigger,Change max instances,Add static site with SPA config",165404,103,2025-06-28T19:19:32.593Z,"Medium",338.35,0.00,14.59
"json-diff-kit",19.08929200000057,9335699,1460272,882.8516843607168,67,"Configure container registry,Remove a service,Change service name,Toggle source trigger,Change max instances,Add static site with SPA config",165404,103,2025-06-28T19:19:32.593Z,"Medium",52.39,9116.89,1426.05
"schema-aggregated",1.4532499999986612,0,29828,41.487127418390195,151,"Configure datadog integration,Modify storage type for RDS,Modify storage type for RDS,Change service CPU,Change health check timeout,Toggle multi-AZ for RDS,Change docker context,Modify container image source,Toggle CloudFront cache invalidation,Add pre/post deploy commands,Add CI configuration",71897,104,2025-06-28T19:19:32.593Z,"Medium",688.11,0.00,29.13
"json-diff-kit",4.137290999999095,0,602045,837.3715175876602,151,"Configure datadog integration,Modify storage type for RDS,Modify storage type for RDS,Change service CPU,Change health check timeout,Toggle multi-AZ for RDS,Change docker context,Modify container image source,Toggle CloudFront cache invalidation,Add pre/post deploy commands,Add CI configuration",71897,104,2025-06-28T19:19:32.593Z,"Medium",241.70,0.00,587.93
"schema-aggregated",0.3400839999994787,0,22286,223.62030905077265,60,"Configure port health checks for network server,Toggle privileged mode,Add single environment variable,Change max instances,Change health check path,Toggle origin shield,Change port number,Change source branch",9966,105,2025-06-28T19:19:32.593Z,"Medium",2940.45,0.00,21.76
"json-diff-kit",0.34920899999997346,0,83845,841.3104555488662,60,"Configure port health checks for network server,Toggle privileged mode,Add single environment variable,Change max instances,Change health check path,Toggle origin shield,Change port number,Change source branch",9966,105,2025-06-28T19:19:32.593Z,"Medium",2863.61,0.00,81.88
"schema-aggregated",2.0807499999991705,0,16650,13.879048055682908,65,"Modify elasticache settings,Configure datadog integration,Toggle CloudFront cache invalidation,Change min instances,Add sidecar containers",119965,106,2025-06-28T19:19:32.593Z,"Medium",480.60,0.00,16.26
"json-diff-kit",10.321583000000828,3707861,1011114,842.840828575001,65,"Modify elasticache settings,Configure datadog integration,Toggle CloudFront cache invalidation,Change min instances,Add sidecar containers",119965,106,2025-06-28T19:19:32.593Z,"Medium",96.88,3620.96,987.42
"schema-aggregated",1.0670829999999114,0,33233,71.64755087961366,72,"Modify RDS settings,Modify elasticache settings,Toggle container insights,Toggle origin shield,Add S3 bucket policy,Add sidecar containers,Toggle sticky sessions,Add CI configuration,Add experimental features,Add watch paths",46384,107,2025-06-28T19:19:32.593Z,"Medium",937.13,0.00,32.45
"json-diff-kit",2.132999999999811,0,391224,843.4460158675405,72,"Modify RDS settings,Modify elasticache settings,Toggle container insights,Toggle origin shield,Add S3 bucket policy,Add sidecar containers,Toggle sticky sessions,Add CI configuration,Add experimental features,Add watch paths",46384,107,2025-06-28T19:19:32.593Z,"Medium",468.82,0.00,382.05
"schema-aggregated",2.064416999999594,0,35328,36.2134180718569,65,"Add new RDS service,Add new RDS service,Toggle CloudFront cache invalidation,Toggle origin shield,Change service CPU,Change docker context,Change service ID,Change build type",97555,108,2025-06-28T19:19:32.593Z,"Medium",484.40,0.00,34.50
"json-diff-kit",7.404833000000508,0,888378,910.6432268976474,65,"Add new RDS service,Add new RDS service,Toggle CloudFront cache invalidation,Toggle origin shield,Change service CPU,Change docker context,Change service ID,Change build type",97555,108,2025-06-28T19:19:32.593Z,"Medium",135.05,0.00,867.56
"schema-aggregated",0.5016249999989668,0,26634,152.65661718346993,128,"Configure lambda function URL,Add VPC configuration,Add new static service,Toggle multi-AZ for RDS,Toggle CloudFront cache invalidation,Change min instances,Change service CPU,Remove dependencies,Remove dependencies,Change service memory,Change build type",17447,109,2025-06-28T19:19:32.593Z,"Medium",1993.52,0.00,26.01
"json-diff-kit",0.7662909999999101,0,160635,920.7026996045165,128,"Configure lambda function URL,Add VPC configuration,Add new static service,Toggle multi-AZ for RDS,Toggle CloudFront cache invalidation,Change min instances,Change service CPU,Remove dependencies,Remove dependencies,Change service memory,Change build type",17447,109,2025-06-28T19:19:32.593Z,"Medium",1304.99,0.00,156.87
"schema-aggregated",3.6738750000004075,0,31863,15.92879210534209,93,"Add permissions configuration,Modify storage type for RDS,Change storage size,Add experimental features,Add watch paths,Add watch paths",200034,110,2025-06-28T19:19:32.593Z,"Medium",272.19,0.00,31.12
"json-diff-kit",24.10583299999962,9949937,1681052,840.3831348670726,93,"Add permissions configuration,Modify storage type for RDS,Change storage size,Add experimental features,Add watch paths,Add watch paths",200034,110,2025-06-28T19:19:32.593Z,"Medium",41.48,9716.74,1641.65
"schema-aggregated",3.1239999999997963,0,13083,7.839342317348656,68,"Add environment variables with different types,Configure port health checks for network server,Change target type",166889,111,2025-06-28T19:19:32.593Z,"Medium",320.10,0.00,12.78
"json-diff-kit",17.670124999998734,8348043,1401009,839.4855263079054,68,"Add environment variables with different types,Configure port health checks for network server,Change target type",166889,111,2025-06-28T19:19:32.593Z,"Medium",56.59,8152.39,1368.17
"schema-aggregated",2.322541999999885,0,13382,11.541281080475036,63,"Modify elasticache settings,Configure RDS with advanced settings,Toggle source trigger,Add start command,Change health check interval,Remove environment variable",115949,112,2025-06-28T19:19:32.593Z,"Medium",430.56,0.00,13.07
"json-diff-kit",8.714374999999563,0,974839,840.7480875212378,63,"Modify elasticache settings,Configure RDS with advanced settings,Toggle source trigger,Add start command,Change health check interval,Remove environment variable",115949,112,2025-06-28T19:19:32.593Z,"Medium",114.75,0.00,951.99
"schema-aggregated",2.503708000000188,0,311297,208.2658174495387,70,"Add VPC configuration,Add new worker service,Change build type,Change health check path,Change environment ID,Change min instances",149471,113,2025-06-28T19:19:32.593Z,"Medium",399.41,0.00,304.00
"json-diff-kit",16.50133299999834,5676098,1349006,902.5202213138334,70,"Add VPC configuration,Add new worker service,Change build type,Change health check path,Change environment ID,Change min instances",149471,113,2025-06-28T19:19:32.593Z,"Medium",60.60,5543.06,1317.39
"schema-aggregated",2.091374999999971,0,20030,19.706226695394665,57,"Configure RDS with advanced settings,Change source branch,Change sticky sessions duration,Remove dependencies,Change health check path,Add health check grace period",101643,114,2025-06-28T19:19:32.593Z,"Medium",478.15,0.00,19.56
"json-diff-kit",9.526249999998981,3746871,855189,841.3653670198636,57,"Configure RDS with advanced settings,Change source branch,Change sticky sessions duration,Remove dependencies,Change health check path,Add health check grace period",101643,114,2025-06-28T19:19:32.593Z,"Medium",104.97,3659.05,835.15
"schema-aggregated",4.026207999999315,0,15446,7.3625656010029035,55,"Add elasticache service,Add scheduler with job timeout and resource overrides,Modify container image source,Modify autoscaling thresholds,Add logging configuration,Change version history count",209791,115,2025-06-28T19:19:32.593Z,"Medium",248.37,0.00,15.08
"json-diff-kit",28.416124999999738,10604817,1904417,907.76868407129,55,"Add elasticache service,Add scheduler with job timeout and resource overrides,Modify container image source,Modify autoscaling thresholds,Add logging configuration,Change version history count",209791,115,2025-06-28T19:19:32.593Z,"Medium",35.19,10356.27,1859.78
"schema-aggregated",2.944041999999172,0,26710,18.88006107215562,54,"Add firelens logging config,Change environment name,Change PR source configuration,Add health check grace period,Change base path,Change build type,Toggle inject env variables,Change health check timeout",141472,116,2025-06-28T19:19:32.593Z,"Medium",339.67,0.00,26.08
"json-diff-kit",14.109667000000627,5504133,1192083,842.6282232526578,54,"Add firelens logging config,Change environment name,Change PR source configuration,Add health check grace period,Change base path,Change build type,Toggle inject env variables,Change health check timeout",141472,116,2025-06-28T19:19:32.593Z,"Medium",70.87,5375.13,1164.14
"schema-aggregated",1.989832999999635,0,266565,213.88166762950127,81,"Add elasticache service,Add VPC configuration,Remove dependencies,Change service name,Change environment ID,Toggle multi-AZ for RDS,Toggle privileged mode",124632,117,2025-06-28T19:19:32.593Z,"Medium",502.55,0.00,260.32
"json-diff-kit",12.535832999999911,4926570,1136643,911.9993260157905,81,"Add elasticache service,Add VPC configuration,Remove dependencies,Change service name,Change environment ID,Toggle multi-AZ for RDS,Toggle privileged mode",124632,117,2025-06-28T19:19:32.593Z,"Medium",79.77,4811.10,1110.00
"schema-aggregated",1.4594170000000304,0,25044,34.93130622777041,78,"Add new web service,Remove dependencies,Toggle privileged mode,Change PR source configuration,Toggle multi-AZ for RDS,Add start command,Change service name,Toggle inject env variables,Add pre/post deploy commands",71695,118,2025-06-28T19:19:32.593Z,"Medium",685.21,0.00,24.46
"json-diff-kit",4.736209000000599,0,655517,914.3134109770555,78,"Add new web service,Remove dependencies,Toggle privileged mode,Change PR source configuration,Toggle multi-AZ for RDS,Add start command,Change service name,Toggle inject env variables,Add pre/post deploy commands",71695,118,2025-06-28T19:19:32.593Z,"Medium",211.14,0.00,640.15
"schema-aggregated",0.6103329999987182,0,16355,61.63557565479555,80,"Add scheduler jobs,Add docker labels,Add environment variables with different types,Toggle sticky sessions,Add scheduler with job timeout and resource overrides,Add scheduler with job timeout and resource overrides",26535,119,2025-06-28T19:19:32.593Z,"Medium",1638.45,0.00,15.97
"json-diff-kit",1.1008340000007593,0,223218,841.2210288298473,80,"Add scheduler jobs,Add docker labels,Add environment variables with different types,Toggle sticky sessions,Add scheduler with job timeout and resource overrides,Add scheduler with job timeout and resource overrides",26535,119,2025-06-28T19:19:32.593Z,"Medium",908.40,0.00,217.99
"schema-aggregated",3.522167000000991,0,25246,12.230700288254246,103,"Add lambda function with docker,Configure RDS with advanced settings,Configure port health checks for network server,Change storage size,Change base path,Remove dependencies,Change service memory,Change service memory",206415,120,2025-06-28T19:19:32.593Z,"Medium",283.92,0.00,24.65
"json-diff-kit",33.806540999999925,9723341,1874186,907.9698665310175,103,"Add lambda function with docker,Configure RDS with advanced settings,Configure port health checks for network server,Change storage size,Change base path,Remove dependencies,Change service memory,Change service memory",206415,120,2025-06-28T19:19:32.593Z,"Medium",29.58,9495.45,1830.26
"schema-aggregated",2.8885839999984455,0,30360,19.599362181494225,105,"Add new RDS service,Configure target with ECS EC2,Configure target with ECS EC2,Change health check timeout,Change health check interval,Change port number,Change health check interval",154903,121,2025-06-28T19:19:32.593Z,"Medium",346.19,0.00,29.65
"json-diff-kit",16.562041000001045,7426491,1410906,910.8319399882507,105,"Add new RDS service,Configure target with ECS EC2,Configure target with ECS EC2,Change health check timeout,Change health check interval,Change port number,Change health check interval",154903,121,2025-06-28T19:19:32.593Z,"Medium",60.38,7252.43,1377.84
"schema-aggregated",2.1742080000003625,0,37035,38.394153016794526,131,"Configure RDS connection string env var,Reorder services,Configure datadog integration,Change PR source configuration,Change dockerfile path,Change service type from web to worker,Change build type,Change docker context,Remove dependencies,Modify container image source,Add sidecar containers",96460,122,2025-06-28T19:19:32.593Z,"Medium",459.94,0.00,36.17
"json-diff-kit",7.212292000000161,0,880664,912.9836201534315,131,"Configure RDS connection string env var,Reorder services,Configure datadog integration,Change PR source configuration,Change dockerfile path,Change service type from web to worker,Change build type,Change docker context,Remove dependencies,Modify container image source,Add sidecar containers",96460,122,2025-06-28T19:19:32.593Z,"Medium",138.65,0.00,860.02
"schema-aggregated",2.932541999998648,0,429447,215.931637511879,71,"Add firelens logging config,Modify elasticache settings,Add lambda function with docker,Change min instances,Toggle container insights,Add sidecar containers,Change environment ID,Change base path,Add watch paths",198881,123,2025-06-28T19:19:32.593Z,"Medium",341.00,0.00,419.38
"json-diff-kit",24.047582999999577,10033449,1811405,910.7984171439202,71,"Add firelens logging config,Modify elasticache settings,Add lambda function with docker,Change min instances,Toggle container insights,Add sidecar containers,Change environment ID,Change base path,Add watch paths",198881,123,2025-06-28T19:19:32.593Z,"Medium",41.58,9798.29,1768.95
"schema-aggregated",9.447833000000173,0,1575043,1264.7087635902294,101,"Configure cross-service environment variables,Add fromService environment variable,Modify elasticache settings,Change health check timeout,Change service memory,Change service memory,Add CI configuration,Change min instances,Change max instances,Change source branch,Change port number",124538,124,2025-06-28T19:19:32.593Z,"Medium",105.84,0.00,1538.13
"json-diff-kit",12.920458000000508,8254612,1233808,990.7080569785929,101,"Configure cross-service environment variables,Add fromService environment variable,Modify elasticache settings,Change health check timeout,Change service memory,Change service memory,Add CI configuration,Change min instances,Change max instances,Change source branch,Change port number",124538,124,2025-06-28T19:19:32.593Z,"Medium",77.40,8061.14,1204.89
