library,executionTime,memoryUsage,outputSize,compressionRatio,complexityScore,operationType,documentSize,iteration,timestamp,complexityRange,throughput,memoryKB,outputSizeKB
"json-diff-kit",44.442707999998674,24405369,3097242,1706.7891505846826,208,"Add comprehensive logging setup,Modify storage type for RDS,Modify port configuration,Configure RDS connection string env var,Configure container registry,Change docker context,Add build commands,Toggle CloudFront cache invalidation,Toggle privileged mode,Change port number,Change service ID",181466,142,2025-06-28T19:19:32.601Z,"High",22.50,23833.37,3024.65
"schema-aggregated",12.28295799999978,0,2054756,1738.2104880256493,239,"Batch update service resources,Add environment-level env variables,Configure datadog integration,Configure RDS with advanced settings,Add logging configuration,Change health check timeout,Toggle CloudFront cache invalidation,Add sidecar containers,Add logging configuration",118211,143,2025-06-28T19:19:32.601Z,"High",81.41,0.00,2006.60
"json-diff-kit",11.999125000002095,9083327,996937,843.353833399599,239,"Batch update service resources,Add environment-level env variables,Configure datadog integration,Configure RDS with advanced settings,Add logging configuration,Change health check timeout,Toggle CloudFront cache invalidation,Add sidecar containers,Add logging configuration",118211,143,2025-06-28T19:19:32.601Z,"High",83.34,8870.44,973.57
"schema-aggregated",1.04833299999882,0,31490,82.20215098673907,276,"Add comprehensive CI config,Add environment-level env variables,Configure datadog integration,Reorder services,Configure lambda function URL,Configure target with ECS EC2,Toggle container insights,Add build commands,Add static site with SPA config,Add scheduler with job timeout and resource overrides,Add pre/post deploy commands",38308,144,2025-06-28T19:19:32.601Z,"High",953.90,0.00,30.75
"json-diff-kit",2.1601249999985157,0,351326,917.108697922105,276,"Add comprehensive CI config,Add environment-level env variables,Configure datadog integration,Reorder services,Configure lambda function URL,Configure target with ECS EC2,Toggle container insights,Add build commands,Add static site with SPA config,Add scheduler with job timeout and resource overrides,Add pre/post deploy commands",38308,144,2025-06-28T19:19:32.601Z,"High",462.94,0.00,343.09
"schema-aggregated",12.086250000000291,0,2075035,2057.0767202323714,227,"Batch update service resources,Setup multi-service network configuration,Add VPC configuration,Add new worker service,Add lambda function with docker,Change source branch,Change environment region,Change health check interval,Add start command,Add watch paths",100873,145,2025-06-28T19:19:32.601Z,"High",82.74,0.00,2026.40
"json-diff-kit",9.538000000000466,0,1064369,1055.1574752411448,227,"Batch update service resources,Setup multi-service network configuration,Add VPC configuration,Add new worker service,Add lambda function with docker,Change source branch,Change environment region,Change health check interval,Add start command,Add watch paths",100873,145,2025-06-28T19:19:32.601Z,"High",104.84,0.00,1039.42
"schema-aggregated",3.235000000000582,0,29982,15.394094360838558,207,"Add S3 bucket service,Configure target with ECS EC2,Configure target with ECS EC2,Configure container registry,Add VPC configuration,Toggle container insights,Toggle privileged mode,Add build commands,Add build commands",194763,146,2025-06-28T19:19:32.601Z,"High",309.12,0.00,29.28
"json-diff-kit",26.939750000001368,10464928,1767368,907.4454593531625,207,"Add S3 bucket service,Configure target with ECS EC2,Configure target with ECS EC2,Configure container registry,Add VPC configuration,Toggle container insights,Toggle privileged mode,Add build commands,Add build commands",194763,146,2025-06-28T19:19:32.601Z,"High",37.12,10219.66,1725.95
"schema-aggregated",3.7425829999992857,0,49376,26.061850446275407,233,"Create service dependency chain,Add network-server service,Add environment variables with different types,Configure RDS connection string env var,Add new RDS service,Add build commands,Remove environment variable,Toggle CloudFront cache invalidation,Modify autoscaling thresholds,Add watch paths,Toggle sticky sessions",189457,147,2025-06-28T19:19:32.601Z,"High",267.20,0.00,48.22
"json-diff-kit",25.420125000000553,10057816,1729904,913.0852911214681,233,"Create service dependency chain,Add network-server service,Add environment variables with different types,Configure RDS connection string env var,Add new RDS service,Add build commands,Remove environment variable,Toggle CloudFront cache invalidation,Modify autoscaling thresholds,Add watch paths,Toggle sticky sessions",189457,147,2025-06-28T19:19:32.601Z,"High",39.34,9822.09,1689.36
"schema-aggregated",21.52245799999946,9987382,4148909,3184.511528660465,244,"Batch update service resources,Add comprehensive logging setup,Configure RDS with advanced settings,Add network server ports,Add post build command,Add autoscaling configuration,Change build type,Change service name,Change service ID,Toggle multi-AZ for RDS,Toggle container insights",130284,148,2025-06-28T19:19:32.601Z,"High",46.46,9753.30,4051.67
"json-diff-kit",26.133999999998196,6139285,2242263,1721.0578428663534,244,"Batch update service resources,Add comprehensive logging setup,Configure RDS with advanced settings,Add network server ports,Add post build command,Add autoscaling configuration,Change build type,Change service name,Change service ID,Toggle multi-AZ for RDS,Toggle container insights",130284,148,2025-06-28T19:19:32.601Z,"High",38.26,5995.40,2189.71
"schema-aggregated",24.894874999998137,0,4346838,1902.2611800848108,259,"Create service dependency chain,Setup multi-service network configuration,Configure datadog integration,Add scheduler jobs,Add permissions configuration,Change health check interval,Change target type,Change health check interval,Change sticky sessions duration,Toggle privileged mode,Change docker context",228509,149,2025-06-28T19:19:32.601Z,"High",40.17,0.00,4244.96
"json-diff-kit",48.854207999997016,0,2265952,991.6248375337514,259,"Create service dependency chain,Setup multi-service network configuration,Configure datadog integration,Add scheduler jobs,Add permissions configuration,Change health check interval,Change target type,Change health check interval,Change sticky sessions duration,Toggle privileged mode,Change docker context",228509,149,2025-06-28T19:19:32.601Z,"High",20.47,0.00,2212.84
"schema-aggregated",4.107416999999259,0,23024,11.639569683733722,208,"Configure comprehensive permissions,Add S3 bucket service,Modify storage type for RDS,Add lambda function with docker,Add lambda function with docker,Modify container image source,Add static site with SPA config,Toggle CloudFront cache invalidation,Toggle inject env variables,Change port number",197808,150,2025-06-28T19:19:32.601Z,"High",243.46,0.00,22.48
"json-diff-kit",26.265832999997656,10305749,1802837,911.407526490334,208,"Configure comprehensive permissions,Add S3 bucket service,Modify storage type for RDS,Add lambda function with docker,Add lambda function with docker,Modify container image source,Add static site with SPA config,Toggle CloudFront cache invalidation,Toggle inject env variables,Change port number",197808,150,2025-06-28T19:19:32.601Z,"High",38.07,10064.21,1760.58
"schema-aggregated",2.8371249999981956,0,36552,25.90852063708083,225,"Add S3 bucket service,Add lambda function service,Add permissions configuration,Configure RDS with advanced settings,Configure target with ECS EC2,Change min instances,Toggle source trigger,Toggle multi-AZ for RDS,Change health check interval,Change service name,Add S3 bucket policy",141081,151,2025-06-28T19:19:32.601Z,"High",352.47,0.00,35.70
"json-diff-kit",15.395333000000392,5581885,1299452,921.0680389279917,225,"Add S3 bucket service,Add lambda function service,Add permissions configuration,Configure RDS with advanced settings,Configure target with ECS EC2,Change min instances,Toggle source trigger,Toggle multi-AZ for RDS,Change health check interval,Change service name,Add S3 bucket policy",141081,151,2025-06-28T19:19:32.601Z,"High",64.95,5451.06,1269.00
"schema-aggregated",1.9675829999978305,0,33628,35.780558392917946,219,"Setup scheduler with multiple jobs,Add lambda function service,Add new worker service,Add environment variables with different types,Configure container registry,Configure Lambda VPC,Change health check interval,Add sidecar containers,Toggle sticky sessions",93984,152,2025-06-28T19:19:32.601Z,"High",508.24,0.00,32.84
"json-diff-kit",8.40216700000019,4319714,860395,915.4696544092612,219,"Setup scheduler with multiple jobs,Add lambda function service,Add new worker service,Add environment variables with different types,Configure container registry,Configure Lambda VPC,Change health check interval,Add sidecar containers,Toggle sticky sessions",93984,152,2025-06-28T19:19:32.601Z,"High",119.02,4218.47,840.23
"schema-aggregated",12.430124999998952,0,2092811,1737.5945467980703,208,"Setup scheduler with multiple jobs,Batch update service resources,Add permissions configuration,Configure datadog integration,Change environment region,Change min instances,Change environment region,Change min instances,Toggle CloudFront cache invalidation,Toggle origin shield",120443,153,2025-06-28T19:19:32.601Z,"High",80.45,0.00,2043.76
"json-diff-kit",14.111291999997775,9471256,1098155,911.7632407030712,208,"Setup scheduler with multiple jobs,Batch update service resources,Add permissions configuration,Configure datadog integration,Change environment region,Change min instances,Change environment region,Change min instances,Toggle CloudFront cache invalidation,Toggle origin shield",120443,153,2025-06-28T19:19:32.601Z,"High",70.87,9249.27,1072.42
"schema-aggregated",3.0240000000012515,0,32592,21.085865120852958,215,"Add network-server service,Add lambda function service,Configure RDS with advanced settings,Add post build command,Add environment variables with different types,Configure port health checks for network server,Add integrations,Toggle privileged mode,Change sticky sessions duration",154568,154,2025-06-28T19:19:32.601Z,"High",330.69,0.00,31.83
"json-diff-kit",19.000707999999577,8517868,1416192,916.2258682262824,215,"Add network-server service,Add lambda function service,Configure RDS with advanced settings,Add post build command,Add environment variables with different types,Configure port health checks for network server,Add integrations,Toggle privileged mode,Change sticky sessions duration",154568,154,2025-06-28T19:19:32.601Z,"High",52.63,8318.23,1383.00
"schema-aggregated",28.631207999998878,0,4562455,2200.990395144989,239,"Batch update service resources,Add comprehensive autoscaling,Modify storage type for RDS,Configure target with ECS EC2,Add start command,Add logging configuration,Modify autoscaling thresholds,Add integrations",207291,155,2025-06-28T19:19:32.601Z,"High",34.93,0.00,4455.52
"json-diff-kit",36.39079199999833,21868910,2332343,1125.1540105455615,239,"Batch update service resources,Add comprehensive autoscaling,Modify storage type for RDS,Configure target with ECS EC2,Add start command,Add logging configuration,Modify autoscaling thresholds,Add integrations",207291,155,2025-06-28T19:19:32.601Z,"High",27.48,21356.36,2277.68
"schema-aggregated",6.404290999998921,0,1173544,2060.511992134003,232,"Add comprehensive autoscaling,Add environment-level env variables,Add post build command,Add permissions configuration,Modify storage type for RDS,Add experimental features,Toggle container insights,Change service type from web to worker,Change port number",56954,156,2025-06-28T19:19:32.601Z,"High",156.15,0.00,1146.04
"json-diff-kit",4.533666999999696,0,641534,1126.4072760473364,232,"Add comprehensive autoscaling,Add environment-level env variables,Add post build command,Add permissions configuration,Modify storage type for RDS,Add experimental features,Toggle container insights,Change service type from web to worker,Change port number",56954,156,2025-06-28T19:19:32.601Z,"High",220.57,0.00,626.50
"schema-aggregated",18.930749999999534,1503360,3293291,2044.7222515413223,244,"Add comprehensive autoscaling,Add environment-level env variables,Add environment variables with different types,Configure port health checks for network server,Add new RDS service,Add firelens logging config,Change min instances,Add S3 bucket policy,Change service CPU,Change port number,Change health check timeout",161063,157,2025-06-28T19:19:32.601Z,"High",52.82,1468.13,3216.10
"json-diff-kit",28.619708000001992,17174599,1916189,1189.7139628592538,244,"Add comprehensive autoscaling,Add environment-level env variables,Add environment variables with different types,Configure port health checks for network server,Add new RDS service,Add firelens logging config,Change min instances,Add S3 bucket policy,Change service CPU,Change port number,Change health check timeout",161063,157,2025-06-28T19:19:32.601Z,"High",34.94,16772.07,1871.28
"schema-aggregated",0.915207999998529,0,32827,106.22593275733747,253,"Add network-server service,Configure comprehensive permissions,Add new worker service,Configure datadog integration,Configure RDS connection string env var,Add new static service,Change health check timeout,Remove dependencies,Change target type,Add S3 bucket policy,Remove dependencies,Toggle privileged mode",30903,158,2025-06-28T19:19:32.601Z,"High",1092.65,0.00,32.06
"json-diff-kit",1.6339999999981956,0,287108,929.0619033750769,253,"Add network-server service,Configure comprehensive permissions,Add new worker service,Configure datadog integration,Configure RDS connection string env var,Add new static service,Change health check timeout,Remove dependencies,Change target type,Add S3 bucket policy,Remove dependencies,Toggle privileged mode",30903,158,2025-06-28T19:19:32.601Z,"High",612.00,0.00,280.38
"schema-aggregated",7.707291999999143,0,1600651,2023.2976450809624,228,"Setup multi-service network configuration,Setup multi-service network configuration,Add new worker service,Add docker labels,Configure Lambda VPC,Change base path,Add logging configuration,Add S3 bucket policy,Change service name,Add pre/post deploy commands",79111,159,2025-06-28T19:19:32.601Z,"High",129.75,0.00,1563.14
"json-diff-kit",9.34649999999965,6001309,888355,1122.9222232053696,228,"Setup multi-service network configuration,Setup multi-service network configuration,Add new worker service,Add docker labels,Configure Lambda VPC,Change base path,Add logging configuration,Add S3 bucket policy,Change service name,Add pre/post deploy commands",79111,159,2025-06-28T19:19:32.601Z,"High",106.99,5860.65,867.53
"schema-aggregated",0.9504170000000158,0,33904,91.34358919093677,210,"Add private web service,Add S3 bucket service,Configure target with ECS EC2,Add new web service,Modify elasticache settings,Add docker labels,Change docker context,Change target type,Add experimental features,Modify container image source,Change service memory,Change min instances",37117,160,2025-06-28T19:19:32.601Z,"High",1052.17,0.00,33.11
"json-diff-kit",2.0467500000013388,0,343389,925.1528948999111,210,"Add private web service,Add S3 bucket service,Configure target with ECS EC2,Add new web service,Modify elasticache settings,Add docker labels,Change docker context,Change target type,Add experimental features,Modify container image source,Change service memory,Change min instances",37117,160,2025-06-28T19:19:32.601Z,"High",488.58,0.00,335.34
"schema-aggregated",0.41212500000256114,0,18149,119.85075612494222,201,"Add comprehensive CI config,Add private web service,Configure lambda function URL,Add new RDS service,Add new static service,Toggle multi-AZ for RDS,Change environment region,Change environment region,Change environment name",15143,161,2025-06-28T19:19:32.601Z,"High",2426.45,0.00,17.72
"json-diff-kit",0.73145900000236,0,144911,956.950406128244,201,"Add comprehensive CI config,Add private web service,Configure lambda function URL,Add new RDS service,Add new static service,Toggle multi-AZ for RDS,Change environment region,Change environment region,Change environment name",15143,161,2025-06-28T19:19:32.601Z,"High",1367.13,0.00,141.51
"schema-aggregated",22.180875000001834,0,3669436,1731.887197640118,206,"Batch update service resources,Add environment variables with different types,Configure target with ECS EC2,Add network server ports,Configure container registry,Change version history count,Change base path,Change environment name,Add CI configuration,Toggle sticky sessions",211875,162,2025-06-28T19:19:32.601Z,"High",45.08,0.00,3583.43
"json-diff-kit",34.53950000000259,13304796,1787804,843.8012979351033,206,"Batch update service resources,Add environment variables with different types,Configure target with ECS EC2,Add network server ports,Configure container registry,Change version history count,Change base path,Change environment name,Add CI configuration,Toggle sticky sessions",211875,162,2025-06-28T19:19:32.601Z,"High",28.95,12992.96,1745.90
"schema-aggregated",15.447167000002082,0,2850989,2315.6933298677673,254,"Add comprehensive autoscaling,Create service dependency chain,Add elasticache service,Modify storage type for RDS,Configure cross-service environment variables,Change min instances,Toggle container insights,Add static site with SPA config,Change version history count,Add CI configuration",123116,163,2025-06-28T19:19:32.601Z,"High",64.74,0.00,2784.17
"json-diff-kit",18.63170799999716,12584046,1653107,1342.7231229084766,254,"Add comprehensive autoscaling,Create service dependency chain,Add elasticache service,Modify storage type for RDS,Configure cross-service environment variables,Change min instances,Toggle container insights,Add static site with SPA config,Change version history count,Add CI configuration",123116,163,2025-06-28T19:19:32.601Z,"High",53.67,12289.11,1614.36
"schema-aggregated",8.470249999998487,0,1642791,2045.9443302820848,241,"Add comprehensive autoscaling,Configure lambda function URL,Configure lambda function URL,Add permissions configuration,Configure target with ECS EC2,Toggle multi-AZ for RDS,Add logging configuration,Change target type,Add scheduler with job timeout and resource overrides",80295,164,2025-06-28T19:19:32.601Z,"High",118.06,0.00,1604.29
"json-diff-kit",7.9551250000004075,6994871,898749,1119.3087988044088,241,"Add comprehensive autoscaling,Configure lambda function URL,Configure lambda function URL,Add permissions configuration,Configure target with ECS EC2,Toggle multi-AZ for RDS,Add logging configuration,Change target type,Add scheduler with job timeout and resource overrides",80295,164,2025-06-28T19:19:32.601Z,"High",125.71,6830.93,877.68
"schema-aggregated",19.985250000001543,0,3584229,2036.5053210529607,225,"Add comprehensive autoscaling,Add environment-level env variables,Add new static service,Modify port configuration,Configure port health checks for network server,Add new static service,Add single environment variable,Add start command,Add static site with SPA config",175999,165,2025-06-28T19:19:32.601Z,"High",50.04,0.00,3500.22
"json-diff-kit",28.670916999999463,17767691,2085206,1184.7828680844777,225,"Add comprehensive autoscaling,Add environment-level env variables,Add new static service,Modify port configuration,Configure port health checks for network server,Add new static service,Add single environment variable,Add start command,Add static site with SPA config",175999,165,2025-06-28T19:19:32.601Z,"High",34.88,17351.26,2036.33
"schema-aggregated",0.5993329999982961,0,38219,250.23898382766973,208,"Add comprehensive CI config,Add environment variables with different types,Configure lambda function URL,Add new worker service,Configure container registry,Change service type from web to worker,Change min instances,Toggle CloudFront cache invalidation,Add static site with SPA config,Change build type",15273,166,2025-06-28T19:19:32.601Z,"High",1668.52,0.00,37.32
"json-diff-kit",0.7469579999997222,0,144561,946.5134551168729,208,"Add comprehensive CI config,Add environment variables with different types,Configure lambda function URL,Add new worker service,Configure container registry,Change service type from web to worker,Change min instances,Toggle CloudFront cache invalidation,Add static site with SPA config,Change build type",15273,166,2025-06-28T19:19:32.601Z,"High",1338.76,0.00,141.17
"schema-aggregated",2.0402499999981956,0,355809,2061.943671766342,228,"Create service dependency chain,Add comprehensive autoscaling,Configure Lambda VPC,Add network server ports,Modify autoscaling thresholds,Change dockerfile path,Modify autoscaling thresholds,Toggle sticky sessions,Modify autoscaling thresholds,Change PR source configuration",17256,167,2025-06-28T19:19:32.601Z,"High",490.14,0.00,347.47
"json-diff-kit",1.0308750000003783,0,194820,1128.9986091794158,228,"Create service dependency chain,Add comprehensive autoscaling,Configure Lambda VPC,Add network server ports,Modify autoscaling thresholds,Change dockerfile path,Modify autoscaling thresholds,Toggle sticky sessions,Modify autoscaling thresholds,Change PR source configuration",17256,167,2025-06-28T19:19:32.601Z,"High",970.05,0.00,190.25
"schema-aggregated",0.7687079999996058,0,19014,66.62928829239233,207,"Add private web service,Add environment-level env variables,Configure lambda function URL,Add post build command,Add VPC configuration,Toggle multi-AZ for RDS,Change port number,Change health check interval",28537,168,2025-06-28T19:19:32.601Z,"High",1300.88,0.00,18.57
"json-diff-kit",1.5094159999971453,0,263162,922.1782247608369,207,"Add private web service,Add environment-level env variables,Configure lambda function URL,Add post build command,Add VPC configuration,Toggle multi-AZ for RDS,Change port number,Change health check interval",28537,168,2025-06-28T19:19:32.601Z,"High",662.51,0.00,256.99
"schema-aggregated",0.7083329999986745,0,75003,345.73153867428783,207,"Create service dependency chain,Add environment-level env variables,Add lambda function with docker,Add new RDS service,Change storage size,Change environment ID,Add logging configuration,Add build commands,Change health check interval,Add S3 bucket policy",21694,169,2025-06-28T19:19:32.601Z,"High",1411.77,0.00,73.25
"json-diff-kit",1.210624999999709,0,201155,927.2379459758458,207,"Create service dependency chain,Add environment-level env variables,Add lambda function with docker,Add new RDS service,Change storage size,Change environment ID,Add logging configuration,Add build commands,Change health check interval,Add S3 bucket policy",21694,169,2025-06-28T19:19:32.601Z,"High",826.02,0.00,196.44
"schema-aggregated",0.5318330000009155,0,35369,252.83436986203446,251,"Add comprehensive CI config,Add private web service,Configure target with ECS EC2,Configure datadog integration,Add environment variables with different types,Configure target with ECS EC2,Change docker context,Remove dependencies,Change version history count",13989,170,2025-06-28T19:19:32.601Z,"High",1880.29,0.00,34.54
"json-diff-kit",0.6667500000003201,0,135131,965.9804131817857,251,"Add comprehensive CI config,Add private web service,Configure target with ECS EC2,Configure datadog integration,Add environment variables with different types,Configure target with ECS EC2,Change docker context,Remove dependencies,Change version history count",13989,170,2025-06-28T19:19:32.601Z,"High",1499.81,0.00,131.96
"schema-aggregated",19.690167000000656,0,3348013,2049.506908182692,208,"Setup multi-service network configuration,Batch update service resources,Add network server ports,Configure RDS connection string env var,Change environment region,Change storage size,Toggle inject env variables",163357,171,2025-06-28T19:19:32.601Z,"High",50.79,0.00,3269.54
"json-diff-kit",21.80437499999971,16267073,1613289,987.5848601529166,208,"Setup multi-service network configuration,Batch update service resources,Add network server ports,Configure RDS connection string env var,Change environment region,Change storage size,Toggle inject env variables",163357,171,2025-06-28T19:19:32.601Z,"High",45.86,15885.81,1575.48
"schema-aggregated",22.52091599999767,0,3936036,1904.3277581293632,242,"Setup multi-service network configuration,Add lambda function service,Modify elasticache settings,Configure datadog integration,Add elasticache service,Configure RDS connection string env var,Toggle source trigger,Change min instances,Add static site with SPA config,Change PR source configuration,Change version history count,Change base path",206689,172,2025-06-28T19:19:32.601Z,"High",44.40,0.00,3843.79
"json-diff-kit",33.887542000000394,27260722,2181439,1055.4209464461098,242,"Setup multi-service network configuration,Add lambda function service,Modify elasticache settings,Configure datadog integration,Add elasticache service,Configure RDS connection string env var,Toggle source trigger,Change min instances,Add static site with SPA config,Change PR source configuration,Change version history count,Change base path",206689,172,2025-06-28T19:19:32.601Z,"High",29.51,26621.80,2130.31
"schema-aggregated",2.529833000000508,0,36301,28.296709721172057,219,"Create service dependency chain,Configure target with ECS EC2,Configure RDS with advanced settings,Add new RDS service,Configure port health checks for network server,Change base path,Change port number,Change target type,Change environment region",128287,173,2025-06-28T19:19:32.601Z,"High",395.28,0.00,35.45
"json-diff-kit",12.64416699999856,4311172,1174195,915.2875973403385,219,"Create service dependency chain,Configure target with ECS EC2,Configure RDS with advanced settings,Add new RDS service,Configure port health checks for network server,Change base path,Change port number,Change target type,Change environment region",128287,173,2025-06-28T19:19:32.601Z,"High",79.09,4210.13,1146.67
"schema-aggregated",28.65387499999997,0,6644270,3016.804242605861,208,"Add comprehensive logging setup,Setup scheduler with multiple jobs,Add post build command,Add VPC configuration,Modify storage type for RDS,Change min instances,Change health check interval,Add watch paths",220242,174,2025-06-28T19:19:32.601Z,"High",34.90,0.00,6488.54
"json-diff-kit",68.53879199999938,0,3932639,1785.5990228929993,208,"Add comprehensive logging setup,Setup scheduler with multiple jobs,Add post build command,Add VPC configuration,Modify storage type for RDS,Change min instances,Change health check interval,Add watch paths",220242,174,2025-06-28T19:19:32.601Z,"High",14.59,0.00,3840.47
"schema-aggregated",3.8624999999992724,0,31245,15.764061270206453,257,"Create service dependency chain,Add S3 bucket service,Configure RDS connection string env var,Configure container registry,Add new RDS service,Configure lambda function URL,Change sticky sessions duration,Change service memory,Change max instances",198204,175,2025-06-28T19:19:32.601Z,"High",258.90,0.00,30.51
"json-diff-kit",24.016874999997526,10580007,1806318,911.3428588726766,257,"Create service dependency chain,Add S3 bucket service,Configure RDS connection string env var,Configure container registry,Add new RDS service,Configure lambda function URL,Change sticky sessions duration,Change service memory,Change max instances",198204,175,2025-06-28T19:19:32.601Z,"High",41.64,10332.04,1763.98
"schema-aggregated",1.2558749999989232,0,37915,69.23723087598839,244,"Create service dependency chain,Create service dependency chain,Add environment variables with different types,Configure container registry,Add lambda function with docker,Modify autoscaling thresholds,Change min instances,Add sidecar containers",54761,176,2025-06-28T19:19:32.601Z,"High",796.26,0.00,37.03
"json-diff-kit",3.306124999999156,0,499445,912.045068570698,244,"Create service dependency chain,Create service dependency chain,Add environment variables with different types,Configure container registry,Add lambda function with docker,Modify autoscaling thresholds,Change min instances,Add sidecar containers",54761,176,2025-06-28T19:19:32.601Z,"High",302.47,0.00,487.74
"schema-aggregated",8.406542000000627,0,1408514,1168.5227894937698,216,"Create service dependency chain,Add lambda function service,Configure target with ECS EC2,Configure cross-service environment variables,Change service type from web to worker,Toggle inject env variables,Add experimental features",120538,177,2025-06-28T19:19:32.601Z,"High",118.95,0.00,1375.50
"json-diff-kit",13.914875000002212,8203468,1259401,1044.8165723672203,216,"Create service dependency chain,Add lambda function service,Configure target with ECS EC2,Configure cross-service environment variables,Change service type from web to worker,Toggle inject env variables,Add experimental features",120538,177,2025-06-28T19:19:32.601Z,"High",71.87,8011.20,1229.88
"schema-aggregated",13.464292000000569,0,3329245,2040.3911330109643,268,"Batch update service resources,Add environment-level env variables,Add new worker service,Configure RDS with advanced settings,Configure cross-service environment variables,Add scheduler jobs,Change environment ID,Change service type from web to worker,Remove environment variable,Change health check timeout",163167,178,2025-06-28T19:19:32.601Z,"High",74.27,0.00,3251.22
"json-diff-kit",21.826333000000886,15121780,1718273,1053.076296064768,268,"Batch update service resources,Add environment-level env variables,Add new worker service,Configure RDS with advanced settings,Configure cross-service environment variables,Add scheduler jobs,Change environment ID,Change service type from web to worker,Remove environment variable,Change health check timeout",163167,178,2025-06-28T19:19:32.601Z,"High",45.82,14767.36,1678.00
"schema-aggregated",3.248209000001225,0,28933,18.07736284059456,205,"Configure comprehensive permissions,Add S3 bucket service,Configure datadog integration,Add new web service,Add autoscaling configuration,Toggle inject env variables,Add S3 bucket policy,Change service CPU,Change version history count",160051,179,2025-06-28T19:19:32.601Z,"High",307.86,0.00,28.25
"json-diff-kit",18.556958000001032,9271293,1452470,907.5044829460609,205,"Configure comprehensive permissions,Add S3 bucket service,Configure datadog integration,Add new web service,Add autoscaling configuration,Toggle inject env variables,Add S3 bucket policy,Change service CPU,Change version history count",160051,179,2025-06-28T19:19:32.601Z,"High",53.89,9054.00,1418.43
"schema-aggregated",3.6867500000007567,0,718849,2299.139640504062,205,"Add private web service,Add comprehensive autoscaling,Configure cross-service environment variables,Configure cross-service environment variables,Change health check path,Change storage size,Change sticky sessions duration,Change source branch,Add scheduler with job timeout and resource overrides,Remove dependencies",31266,180,2025-06-28T19:19:32.601Z,"High",271.24,0.00,702.00
"json-diff-kit",2.4469160000007832,0,416110,1330.8705942557413,205,"Add private web service,Add comprehensive autoscaling,Configure cross-service environment variables,Configure cross-service environment variables,Change health check path,Change storage size,Change sticky sessions duration,Change source branch,Add scheduler with job timeout and resource overrides,Remove dependencies",31266,180,2025-06-28T19:19:32.601Z,"High",408.68,0.00,406.36
"schema-aggregated",24.614458000000013,0,4553712,2044.287619021966,201,"Add S3 bucket service,Add comprehensive autoscaling,Add new web service,Add new worker service,Add firelens logging config,Change source branch,Change port number,Modify autoscaling thresholds,Add health check grace period,Change environment region,Modify container image source",222753,181,2025-06-28T19:19:32.601Z,"High",40.63,0.00,4446.98
"json-diff-kit",43.236125000003085,24784255,2659202,1193.7895336987606,201,"Add S3 bucket service,Add comprehensive autoscaling,Add new web service,Add new worker service,Add firelens logging config,Change source branch,Change port number,Modify autoscaling thresholds,Add health check grace period,Change environment region,Modify container image source",222753,181,2025-06-28T19:19:32.601Z,"High",23.13,24203.37,2596.88
"schema-aggregated",0.9393329999984417,0,220605,3372.1339040048915,231,"Add comprehensive logging setup,Configure comprehensive permissions,Add autoscaling configuration,Configure port health checks for network server,Configure Lambda VPC,Change environment ID,Change min instances,Change sticky sessions duration,Remove dependencies,Change service name",6542,182,2025-06-28T19:19:32.601Z,"High",1064.59,0.00,215.43
"json-diff-kit",0.5738750000018626,0,113829,1739.972485478447,231,"Add comprehensive logging setup,Configure comprehensive permissions,Add autoscaling configuration,Configure port health checks for network server,Configure Lambda VPC,Change environment ID,Change min instances,Change sticky sessions duration,Remove dependencies,Change service name",6542,182,2025-06-28T19:19:32.601Z,"High",1742.54,0.00,111.16
"schema-aggregated",1.1220409999987169,0,34670,69.01562655519061,228,"Setup scheduler with multiple jobs,Add comprehensive service with all features,Add permissions configuration,Modify storage type for RDS,Add scheduler jobs,Add S3 bucket policy,Change version history count,Change environment name,Add S3 bucket policy,Change base path",50235,183,2025-06-28T19:19:32.601Z,"High",891.23,0.00,33.86
"json-diff-kit",3.0247500000004948,0,462026,919.7292724196277,228,"Setup scheduler with multiple jobs,Add comprehensive service with all features,Add permissions configuration,Modify storage type for RDS,Add scheduler jobs,Add S3 bucket policy,Change version history count,Change environment name,Add S3 bucket policy,Change base path",50235,183,2025-06-28T19:19:32.601Z,"High",330.61,0.00,451.20
"schema-aggregated",2.0520419999993464,0,31226,31.557033279097734,240,"Add network-server service,Add environment-level env variables,Add VPC configuration,Configure Lambda VPC,Configure datadog integration,Change version history count,Change build type,Modify autoscaling thresholds,Change port number,Add pre/post deploy commands,Change min instances",98951,184,2025-06-28T19:19:32.601Z,"High",487.32,0.00,30.49
"json-diff-kit",7.8029590000005555,0,903643,913.2227061879112,240,"Add network-server service,Add environment-level env variables,Add VPC configuration,Configure Lambda VPC,Configure datadog integration,Change version history count,Change build type,Modify autoscaling thresholds,Change port number,Add pre/post deploy commands,Change min instances",98951,184,2025-06-28T19:19:32.601Z,"High",128.16,0.00,882.46
"schema-aggregated",8.911708999999973,0,1585145,1236.0768870867125,232,"Configure comprehensive permissions,Add network-server service,Add environment variables with different types,Configure cross-service environment variables,Configure lambda function URL,Change service type from web to worker,Add start command,Add logging configuration,Change dockerfile path,Change source branch",128240,185,2025-06-28T19:19:32.601Z,"High",112.21,0.00,1547.99
